20201223,长宁,北新泾,中间楼层，中间位置，售后公房，地铁近必看好房,215万,1室1厅 | 35平米 | 南 | 简装 | 中楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_G8EiJS7eZ_1.jpg.296x216.jpg
20201223,长宁,北新泾,本房满五唯一，非顶楼，总价低，通风好，精品小区。,290万,1室1厅 | 59.16平米 | 南 | 简装 | 低楼层(共13层) | 1995年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_L5ItZJMmQ_1.jpg.296x216.jpg
20201223,长宁,北新泾,链家推荐 精装南北两房 边套全明 前后无遮挡房主自荐,358万,2室1厅 | 59.79平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_CkLigHkJd_1.jpg.296x216.jpg
20201223,长宁,北新泾,此房满五唯一  全明两房     南北比较通透   看房方便,458万,2室1厅 | 83.12平米 | 南 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_b4Fuq6P77_1.jpg.296x216.jpg
20201223,长宁,北新泾,一梯两户视野开阔 房子南面是一条活水河道,335万,2室1厅 | 60.76平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Jcey35EpB_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，楼层好，95年房龄，满五唯一，总价低新上,205万,1室0厅 | 33.96平米 | 南 | 简装 | 中楼层(共5层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8W7W8SQWk_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，全明户型，装修好，采光好，急售！,235万,1室1厅 | 44.23平米 | 南 北 | 精装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_TPqDSC0Yj_1.jpg.296x216.jpg
20201223,长宁,北新泾,双南两房带阳台，一梯三户，楼层好，近地铁，诚意卖房主自荐,394万,2室2厅 | 79.04平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-040d0077-dfbe-4fd0-8320-3f0f083b9090.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，双卧朝南，采光好，业主诚意，看房方便。房主自荐,305万,2室1厅 | 57.53平米 | 南 | 精装 | 高楼层(共5层) | 1984年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_P9yXFw6Ar_1.jpg.296x216.jpg
20201223,长宁,北新泾,楼层高。房型正气。采光好。通风好。看房方便房主自荐,228万,1室1厅 | 48.74平米 | 南 | 简装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_B7Nwnm21A_1.jpg.296x216.jpg
20201223,长宁,北新泾,三楼楼层好； 税费少；生活配套好,295万,1室1厅 | 55.1平米 | 南 | 简装 | 中楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_h2apO17aL_1.jpg.296x216.jpg
20201223,长宁,北新泾,2011年房龄次新房，业主自住装修两年半，看房随时,715万,3室1厅 | 121.6平米 | 南 | 精装 | 低楼层(共13层) | 2011年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-fa942b7d-4405-4c52-bc6d-092ab0e29367.png.296x216.jpg
20201223,长宁,北新泾,门口地铁， 中间楼层，业主诚意出售,266万,2室0厅 | 45.63平米 | 南 | 精装 | 中楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-786b241d-6eb2-4280-ba51-cec966c790a6.jpg.296x216.jpg
20201223,长宁,北新泾,全明户型，高楼层带电梯景观房，小区环境好,530万,3室1厅 | 90.81平米 | 南 | 简装 | 高楼层(共14层) | 1997年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_VqfTViMPJ_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一,税费少,边套且带天井,318万,2室1厅 | 49.9平米 | 南 北 | 精装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Z1oLDG7Co_1.jpg.296x216.jpg
20201223,长宁,北新泾,05年新小区，一梯两户，品质小区房主自荐,439万,2室1厅 | 59.51平米 | 南 | 简装 | 高楼层(共6层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0BghFRSZe_1.jpg.296x216.jpg
20201223,长宁,北新泾,看房方便有钥匙，业主诚意出售 。,350万,2室1厅 | 72.3平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_uXaavRqqs_1.jpg.296x216.jpg
20201223,长宁,北新泾,金虹苑，一梯两户，双南卧室，精装修，采光好,420万,2室1厅 | 72.12平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_hlRQPbLiF_1.jpg.296x216.jpg
20201223,长宁,北新泾,两房朝南带双阳台，百年适存，近地铁房主自荐,420万,2室1厅 | 73.06平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_U5c19o9zF_1.jpg.296x216.jpg
20201223,长宁,北新泾,虹康家园，商品房小区，户型方正，业主诚售,530万,2室1厅 | 85.68平米 | 南 | 精装 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_4Qp3YXNYF_1.jpg.296x216.jpg
20201223,长宁,北新泾,淞虹路站，中间位置，文明楼栋，楼层合适,430万,2室1厅 | 72平米 | 南 | 简装 | 中楼层(共5层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_txtdXfkjl_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，边套全明，交通方便。,330万,2室1厅 | 52.1平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_d2Hr8JsNA_1.jpg.296x216.jpg
20201223,长宁,北新泾,北新泾地铁站   高区  视野景观优,560万,1室1厅 | 75平米 | 南 | 精装 | 高楼层(共13层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ohJw9y9cZ_1.jpg.296x216.jpg
20201223,长宁,北新泾,装修干净，产权清晰，交通生活方便房主自荐,350万,2室1厅 | 60.81平米 | 南 北 | 精装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_YUJLMS0ia_1.jpg.296x216.jpg
20201223,长宁,北新泾,近北新泾地铁，交通线路四通八达。,290万,2室0厅 | 45.79平米 | 南 北 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_4bzEYqqGR_1.jpg.296x216.jpg
20201223,长宁,北新泾,1997年的房子，楼层好临河，近西郊百联，生活便利房主自荐,240万,1室1厅 | 42.55平米 | 南 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Ab0jyzN53_1.jpg.296x216.jpg
20201223,长宁,北新泾,户型正气 边套全明 采光充足 低总价 诚售,245万,1室1厅 | 50.01平米 | 南 | 毛坯 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_fSubASTMG_1.jpg.296x216.jpg
20201223,长宁,北新泾,双南户型 采光充足 满五唯一 配套齐全,390万,2室1厅 | 74.89平米 | 南 | 精装 | 高楼层(共7层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-b8831e25-dfc7-4286-8c02-f17b8d63e43b.jpg.296x216.jpg
20201223,长宁,北新泾,电梯房，精品小区，看房方便，新泾公园、淞虹路地铁口房主自荐,305万,1室1厅 | 50.26平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_FUdjyYJ5V_1.jpg.296x216.jpg
20201223,长宁,北新泾,采光好，一梯两户，离地铁近，业主诚意出售！,408万,2室1厅 | 66.23平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_hU1OJqgZJ_1.jpg.296x216.jpg
20201223,长宁,北新泾,馨兰小区，动迁房，无户口，无抵押,320万,2室1厅 | 58.74平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_AMa7MWS0E_1.jpg.296x216.jpg
20201223,长宁,北新泾,二楼 满五年唯一 简装一室户 看房方便,235万,1室1厅 | 40.26平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-86258914-9b06-43c3-a035-c2996a48fa70.jpg.296x216.jpg
20201223,长宁,北新泾,店长推荐：优质房源，小户型好楼层，交通便捷配套全房主自荐,220万,1室1厅 | 34.35平米 | 南 北 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_IQ4UcqovR_1.jpg.296x216.jpg
20201223,长宁,北新泾,自如精装修，小户型总价低，95年房龄，看房方便,190万,1室0厅 | 30.49平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6h4Ne5Eat_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，精装修，房东诚意出售，配套齐全房主自荐,205万,1室0厅 | 35.23平米 | 南 | 精装 | 高楼层(共5层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_dEtNI6ORY_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一近地铁，业主诚意出售，采光好通风效果好房主自荐,188万,1室0厅 | 29.4平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0EImmX4aq_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，精装修拎包入住，卧室无遮挡，采光视野好。房主自荐,195万,1室0厅 | 34.92平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ifVM5vqJt_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，总价低，带天井，得房率高房主自荐,203万,1室0厅 | 32.21平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_fRLYxA5Fn_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，业主诚意出售，配套设施齐全,195万,1室0厅 | 34.39平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_TOaq1vBfC_1.jpg.296x216.jpg
20201223,长宁,北新泾,2001年的商品房 一梯两户南北房间客厅朝南・带阁楼房主自荐,658万,2室2厅 | 86.68平米 | 南 北 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_pgDuld0Fp_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，税费低，精装修一室一厅,500万,1室1厅 | 70.68平米 | 南 | 精装 | 低楼层(共13层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tyV0VVfY4_1.jpg.296x216.jpg
20201223,长宁,北新泾,北新泾地铁站600米 一梯两户全明精装修 价格诚意房主自荐,309万,1室1厅 | 56.33平米 | 南 北 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_K7mENOeUl_1.jpg.296x216.jpg
20201223,长宁,北新泾,店长推荐，采光好，视野开阔，诚意出售房源房主自荐,235万,1室1厅 | 40.07平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_C5TuFZACH_1.jpg.296x216.jpg
20201223,长宁,北新泾,精装修，一梯2户，精品小区在改造中,285万,1室1厅 | 52.14平米 | 南 | 精装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_FKqpO0YAl_1.jpg.296x216.jpg
20201223,长宁,北新泾,户型好，全明户型且双开间朝南，一梯两户，配套齐全,510万,3室1厅 | 92.89平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_QTvvAGytT_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，南北两房，精装修，诚意出售,392万,2室1厅 | 74.34平米 | 南 北 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_CqVSGJLxs_1.jpg.296x216.jpg
20201223,长宁,北新泾,带双天井，东边套全明户型。。。,690万,3室1厅 | 108平米 | 南 | 精装 | 低楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/310000-inspection/acfbd6c2-adf5-4ad5-96af-3929b23c4637_1000.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一+边套全明+南北通+交通便利+拎包入住,320万,2室1厅 | 65平米 | 南 北 | 简装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_yyxw9a0gy_1.jpg.296x216.jpg
20201223,长宁,北新泾,楼层适中，满五不唯一，看房方便。房主自荐,480万,3室2厅 | 78.96平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8Wd45O16R_1.jpg.296x216.jpg
20201223,长宁,北新泾,绿园之光，养老一楼，满五不唯一，天井大阳光房,320万,2室1厅 | 61.78平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0z8DCGVUQ_1.jpg.296x216.jpg
20201223,长宁,北新泾,4楼，南北大两房，售后公房，小区中间位置，急售！！,325万,2室1厅 | 58.74平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_9vPx57Xxv_1.jpg.296x216.jpg
20201223,长宁,北新泾,户型格局少有，适合小夫妻带小孩入住，诚意卖,365万,2室1厅 | 67.64平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mZagr6aHs_1.jpg.296x216.jpg
20201223,长宁,北新泾,地铁口商品房，不靠高架，三期电梯房南北俩房。房主自荐,840万,2室2厅 | 104.5平米 | 南 | 精装 | 中楼层(共8层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LaLEP4qmT_1.jpg.296x216.jpg
20201223,长宁,北新泾,不靠高架，地铁口商品房，飞机户型，电梯房房主自荐,920万,3室2厅 | 116.24平米 | 南 北 | 简装 | 低楼层(共8层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_OTuGlpcTT_1.jpg.296x216.jpg
20201223,长宁,北新泾,精装修，配套设施齐全，近地铁。,280万,2室1厅 | 42.38平米 | 南 | 精装 | 低楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GbdGcpx82_1.jpg.296x216.jpg
20201223,长宁,北新泾,东边套全明户型，视野开阔，采光很棒,309万,2室1厅 | 52.13平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_MmZKEANlp_1.jpg.296x216.jpg
20201223,长宁,北新泾,05年高档小区 电梯有产权车位 五年唯一 采光好不遮挡,610万,2室1厅 | 92.45平米 | 南 | 简装 | 低楼层(共13层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HcD9zkotU_1.jpg.296x216.jpg
20201223,长宁,北新泾,售后公房  满五唯一  近地铁  双南双阳台房主自荐,405万,2室1厅 | 79.04平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_oaTD1tr9B_1.jpg.296x216.jpg
20201223,长宁,北新泾,双南两房，满五唯一，交通便利，业主诚意出售！,318万,2室0厅 | 56.12平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_q4yocUVGC_1.jpg.296x216.jpg
20201223,长宁,北新泾,楼层佳。采光好。通风好。装修好。可以拎包入住房主自荐,248万,1室2厅 | 49.02平米 | 南 | 精装 | 中楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_DP8bvGL6n_1.jpg.296x216.jpg
20201223,长宁,北新泾,一梯两户 顶楼复式 近西郊百联 沿河景观房主自荐,568万,2室2厅 | 89.63平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_JdCvZHxLo_1.jpg.296x216.jpg
20201223,长宁,北新泾,虹园八村 2室1厅 南房主自荐,364万,2室1厅 | 63.9平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_UKcg0lPcD_1.jpg.296x216.jpg
20201223,长宁,北新泾,一梯两户 中间楼层 近西郊百联 动迁房税费少房主自荐,435万,2室1厅 | 74平米 | 南 | 简装 | 中楼层(共7层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_pfy6JGstd_1.jpg.296x216.jpg
20201223,长宁,北新泾,店长推荐 三楼好房  采光好 诚意出售 价格可以谈,355万,2室1厅 | 59.82平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_F59pxlttw_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，双卧朝南，视野开阔，采光通风好，配套齐全房主自荐,365万,2室1厅 | 60.66平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_qLxWTVPqv_1.jpg.296x216.jpg
20201223,长宁,北新泾,2003年商品房，房子采光视野好，全明户型，停车方便。房主自荐,509万,2室1厅 | 83.35平米 | 南 北 | 简装 | 高楼层(共6层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_aEfLcppeq_1.jpg.296x216.jpg
20201223,长宁,北新泾,近西郊百联  品质小区  总价低两房,330万,2室1厅 | 61.7平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ex6utQGo9_1.jpg.296x216.jpg
20201223,长宁,北新泾,一梯两户，中间楼层，精装修，售后公房不唯一税费少房主自荐,350万,2室1厅 | 60.47平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Z7bWT84ql_1.jpg.296x216.jpg
20201223,长宁,北新泾,装修好，视野开阔，采光充足，房东诚意出售,315万,2室1厅 | 61.85平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_z3eWo4feG_1.jpg.296x216.jpg
20201223,长宁,北新泾,满二+1楼出入方便+珍贵东西朝向+看房随时+价格可谈,400万,2室1厅 | 79.89平米 | 东 西 | 简装 | 低楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_fQ9azvnQd_1.jpg.296x216.jpg
20201223,长宁,北新泾,近西郊百联，精装修3年，2房1厅，厨卫全明，拎包入住,305万,2室1厅 | 53.9平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_dpQGtRmPG_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，户型双南，一梯两户，近地铁，配套齐全,410万,2室1厅 | 67.37平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2PtNZLodD_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁 一梯两户  电梯房  满五唯一,810万,2室2厅 | 97平米 | 南 北 | 简装 | 中楼层(共12层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Ube8x1LWl_1.jpg.296x216.jpg
20201223,长宁,北新泾,贝壳优选 小三房 近地铁南北通 绿苑 商品房,460万,3室1厅 | 83.8平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_44JirQ58u_1.jpg.296x216.jpg
20201223,长宁,北新泾,售后公房，税费少，边套全明户型，采光很棒房主自荐,370万,2室1厅 | 59.71平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_PaS1kuOjd_1.jpg.296x216.jpg
20201223,长宁,北新泾,房龄新！双南户型，小区中间位置，采光好！无遮挡！,340万,2室1厅 | 58.75平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5OdhnmFMU_1.jpg.296x216.jpg
20201223,长宁,北新泾,西边套全明   精装修  拎包入住  采光无遮挡,380万,2室1厅 | 59.86平米 | 南 | 精装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_RgGyySJva_1.jpg.296x216.jpg
20201223,长宁,北新泾,双南双天井，近二号线北新泾站，正气两房，价格好谈,375万,2室1厅 | 69.2平米 | 南 | 简装 | 低楼层(共14层) | 1995年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_V5MF2UvmH_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，精装修，一梯两户，双南卧室，户型方正,350万,2室1厅 | 68.01平米 | 南 北 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bMFiKIkby_1.jpg.296x216.jpg
20201223,长宁,北新泾,97年，一梯两户，婚房装修。业主诚售，双南户型正气。,340万,2室1厅 | 68.41平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SeXkNCbIV_1.jpg.296x216.jpg
20201223,长宁,北新泾,配套齐全+房型正+满五唯一+交通便利,365万,2室1厅 | 70.39平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_J93q1nO9B_1.jpg.296x216.jpg
20201223,长宁,北新泾,高楼层 采光通风无忧 无增值税 业主诚售,265万,2室1厅 | 50.47平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5JltdDEZy_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，高楼层视野好，采光足，诚意出售,380万,2室1厅 | 69平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_E9V6XCXsZ_1.jpg.296x216.jpg
20201223,长宁,北新泾,低层两房，南北通格局，采光通风好，诚意出售,570万,2室1厅 | 85.31平米 | 南 北 | 简装 | 低楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZoUzf6xSw_1.jpg.296x216.jpg
20201223,长宁,北新泾,樱源晶舍，电梯高区，采光棒，通风好,710万,2室1厅 | 101.68平米 | 南 | 精装 | 高楼层(共13层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_lzXQX95FD_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一少税，非顶楼，新品小区，边套全明。房主自荐,310万,2室1厅 | 52.11平米 | 南 北 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KG6xtKyWE_1.jpg.296x216.jpg
20201223,长宁,北新泾,淞虹路站，中间位置，文明楼栋，楼层合适房主自荐,307万,2室0厅 | 52.61平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ltwFB1qry_1.jpg.296x216.jpg
20201223,长宁,北新泾,新泾七村，不靠马路，拎包入住，出行方便。房主自荐,265万,2室0厅 | 44.01平米 | 南 | 简装 | 低楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_X25BoVWKM_1.jpg.296x216.jpg
20201223,长宁,北新泾,98年商品房，户型方正，质量高。适合一家人居住,499万,3室2厅 | 101.85平米 | 南 北 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_I9cOzb2gq_1.jpg.296x216.jpg
20201223,长宁,北新泾,急售，楼层好，近地铁，业主诚意出售，房主自荐,239万,1室1厅 | 40.51平米 | 南 | 精装 | 中楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-7e7acad6-9fd8-4cf3-a5f4-549818aa2441.jpg.296x216.jpg
20201223,长宁,北新泾,户型好，单价低，精装修，楼层低，近地铁,845万,3室2厅 | 128.96平米 | 南 | 精装 | 低楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_qnrQxk3ah_1.jpg.296x216.jpg
20201223,长宁,北新泾,1梯2户全明有窗，前无遮挡后靠花园，采光通透视野佳。房主自荐,285万,1室1厅 | 48.06平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2UzcBtmiW_1.jpg.296x216.jpg
20201223,长宁,北新泾,此房满五不唯一，高楼层，光线充足视野宽阔，税费少,259万,1室1厅 | 54.29平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Ju5C0p5nZ_1.jpg.296x216.jpg
20201223,长宁,北新泾,光明绿地，独享两卫+固定车位，舒适居住两居室房主自荐,630万,2室1厅 | 90.51平米 | 南 北 | 简装 | 低楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KOJU9vi0i_1.jpg.296x216.jpg
20201223,长宁,北新泾,必看“红梅小区”边套全明，近地铁，诚意出售房主自荐,259万,1室1厅 | 46.95平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_udiubQyo4_1.jpg.296x216.jpg
20201223,长宁,北新泾,淞虹路地铁口150m，高区采光好视野佳，拎包入住,270万,2室1厅 | 45.63平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_uhUIHlQCo_1.jpg.296x216.jpg
20201223,长宁,北新泾,本房源一梯两户，房型正气，满五唯一，业主诚售房主自荐,270万,1室1厅 | 45.51平米 | 南 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_RWj038Ei7_1.jpg.296x216.jpg
