20201223,长宁,北新泾,中间楼层，中间位置，售后公房，地铁近必看好房,215万,1室1厅 | 35平米 | 南 | 简装 | 中楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_G8EiJS7eZ_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，满五唯一，厨卫全明，配套齐全,255万,1室1厅 | 41.5平米 | 南 | 简装 | 低楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/2b1851d6-d5a1-45d9-97eb-c95f938db01b.png.296x216.jpg
20201223,长宁,北新泾,商品房，电梯房，近地铁，三房两卫，卧室两南一北,1100万,3室2厅 | 137.64平米 | 南 | 精装 | 低楼层(共13层) | 2003年建 | 板楼,
20201223,长宁,北新泾,北新泾地铁站    小区高区  视野景观佳,500万,2室1厅 | 70.68平米 | 南 | 简装 | 中楼层(共13层) | 2007年建 | 板楼,
20201223,长宁,北新泾,福泉路450弄 2室0厅 南新上,270万,2室0厅 | 52.98平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kKWYEctro_1.jpg.296x216.jpg
20201223,长宁,北新泾,品质小区+复式+大阁楼+阳光房,1050万,4室2厅 | 159.02平米 | 南 | 简装 | 高楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ipKxV7YJW_1.jpg.296x216.jpg
20201223,长宁,北新泾,次顶楼双南好户型，满五唯一，小区中间,475万,2室1厅 | 79.38平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_d0TTDvvel_1.jpg.296x216.jpg
20201223,长宁,北新泾,虹康花苑二期 2000年商品房 大阁楼 西郊百联 适存,880万,3室2厅 | 124.96平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tN6siMPGD_1.jpg.296x216.jpg
20201223,长宁,北新泾,贝壳优选，双天井，满五唯一，双南两房房主自荐,370万,2室1厅 | 61.5平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_zXSeLUPva_1.jpg.296x216.jpg
20201223,长宁,北新泾,绿园五村，满五唯一，售后公房，一梯两户，采光充足,365万,2室1厅 | 64.57平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0bGYN9ZDL_1.jpg.296x216.jpg
20201223,长宁,北新泾,拎包入住 配套设施齐全 楼层佳 采光好房主自荐,280万,2室1厅 | 46.79平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZYtdT1QLI_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，小户型总价低 业主诚意卖 6楼采好,188万,1室1厅 | 35.56平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-c2611e40-c795-46e2-a7c9-58d8b181cc5e.jpg.296x216.jpg
20201223,长宁,北新泾,精装修两房，交通便利，拎包入住，房主自荐,374万,2室1厅 | 59.4平米 | 西 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZpsOLod6s_1.jpg.296x216.jpg
20201223,长宁,北新泾,边套全明户型，满五唯一，精装修，采光通风效果很好。房主自荐,428万,2室1厅 | 59.3平米 | 南 | 精装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_x6a0xI5EZ_1.jpg.296x216.jpg
20201223,长宁,北新泾,虹园六村 2室1厅 南房主自荐,375万,2室1厅 | 52.86平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_4fdMECtMr_1.jpg.296x216.jpg
20201223,长宁,北新泾,铭晖西郊复式大四房，全朝南，露台20平，业主诚意出售房主自荐,995万,4室2厅 | 152.75平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_aQDLO8w9G_1.jpg.296x216.jpg
20201223,长宁,北新泾,小区安静，固定车位，满五唯一，诚意出售，户型好,760万,3室1厅 | 134平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_prIfaYxbo_1.jpg.296x216.jpg
20201223,长宁,北新泾,淞虹路站，中间位置，文明楼栋，采光佳，随时看房,248万,1室1厅 | 43.17平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_naFixHWyt_1.jpg.296x216.jpg
20201223,长宁,北新泾,户型合理，小巧精致，商圈配套齐全，业主诚售。房主自荐,210万,1室1厅 | 37.1平米 | 南 | 精装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ANlT517dH_1.jpg.296x216.jpg
20201223,长宁,北新泾,，精装修，地铁近，一梯两户飞机户型,1020万,3室2厅 | 131.14平米 | 南 | 精装 | 中楼层(共14层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_C249v5wjM_1.jpg.296x216.jpg
20201223,长宁,北新泾,瑞冬小区全明户型，近地铁，采光好,425万,2室1厅 | 71.43平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-b23f486f-14bf-42d6-8960-bacd861b0dec.jpg.296x216.jpg
20201223,长宁,北新泾,绿园十二村 1室1厅 南,235万,1室1厅 | 45.73平米 | 南 | 其他 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZSEYgK1b5_1.jpg.296x216.jpg
20201223,长宁,北新泾,房龄新，税费少，楼层好，户型全明，采光充足,420万,2室2厅 | 75.86平米 | 南 | 简装 | 高楼层(共6层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6emfAHikM_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，原始动迁，中间楼层。,350万,2室1厅 | 61.95平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LJL7RBiks_1.jpg.296x216.jpg
20201223,长宁,北新泾,1梯2户近西郊百联商品房格局好全明户型,630万,2室2厅 | 89.91平米 | 南 | 毛坯 | 低楼层(共7层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HvUYRaqYb_1.jpg.296x216.jpg
20201223,长宁,北新泾,新泾二村 1室1厅 南,225万,1室1厅 | 35.9平米 | 南 | 精装 | 高楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_U0JUX3Jhr_1.jpg.296x216.jpg
20201223,长宁,北新泾,近北新泾地铁，交通线路四通八达。,333万,2室1厅 | 56.5平米 | 南 | 毛坯 | 低楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_43b4MJoGr_1.jpg.296x216.jpg
20201223,长宁,北新泾,不靠马路，新装修，采光好，视野佳。,255万,2室0厅 | 45.6平米 | 南 | 精装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/310000-inspection/60684c99-f9fa-4ae2-ada5-3496ce2c5ebf_1000.jpg.296x216.jpg
20201223,长宁,北新泾,交通便利，售后公房，满五唯一，值得你拥有！房主自荐,358万,2室1厅 | 63.47平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-2da53bf1-133c-4b57-bcaf-4c068fb71b94.jpg.296x216.jpg
20201223,长宁,北新泾,精装房，满五税少，通风好，采光好。,530万,2室2厅 | 89.69平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-d887b546-d8d1-4bd8-b3ab-927ebbb4d7a4.jpg.296x216.jpg
20201223,长宁,北新泾,精装修双南两房  可以拎包入住  满五唯一  价格可以谈,390万,2室1厅 | 79.04平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EXYHZ6dzK_1.jpg.296x216.jpg
20201223,长宁,北新泾,平和公寓 2室1厅 南,310万,2室1厅 | 58.93平米 | 南 | 其他 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rB1uEmxfV_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一  双南户型  钥匙房 业主诚意,425万,2室1厅 | 71.74平米 | 南 | 简装 | 低楼层(共14层) | 1995年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_099VueVNE_1.jpg.296x216.jpg
20201223,长宁,北新泾,格局好，通风好，楼层高，通风采光足,330万,2室1厅 | 65.16平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_d20YBbb7L_1.jpg.296x216.jpg
20201223,长宁,北新泾,12年的房龄的动迁房 一梯二户 外环外 户型正气,420万,2室1厅 | 75.86平米 | 南 | 简装 | 高楼层(共6层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_qGw9nzFT1_1.jpg.296x216.jpg
20201223,长宁,北新泾,边套全明小三房，近二号线淞虹路站,中间楼层。,600万,3室2厅 | 88.02平米 | 南 | 精装 | 低楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_E5fF9avCE_1.jpg.296x216.jpg
20201223,长宁,北新泾,业主置换，诚意出售，看房方便，满五唯一，近地铁,440万,3室1厅 | 84.4平米 | 东 西 | 简装 | 高楼层(共14层) | 1995年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_hApvJmjnd_1.jpg.296x216.jpg
20201223,长宁,北新泾,近新泾公园，出门淞虹路站，交通便利，购物方便,380万,2室1厅 | 74.16平米 | 南 | 简装 | 低楼层(共13层) | 1995年建 | 塔楼,http://image1.ljcdn.com/310000-inspection/prod-8677ee39-0d42-4eb1-b0e0-935cb00b6a29.jpg.296x216.jpg
20201223,长宁,北新泾,此房视野宽阔，生活配套齐全，近地铁。房主自荐,255万,1室1厅 | 39.55平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-baca788c-91a2-4258-aa68-812d11599771.jpg.296x216.jpg
20201223,长宁,北新泾,精装修一室户，中间楼层，采光充足，配套设施齐全房主自荐,300万,1室1厅 | 49.45平米 | 北 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_F0MbhxBsB_1.jpg.296x216.jpg
20201223,长宁,北新泾,一梯两户，房型正气，满五唯一，采光好，业主诚售,220万,1室1厅 | 45.73平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bzmIf33fu_1.jpg.296x216.jpg
20201223,长宁,北新泾,边套全明 小区中间位置 中间楼层 业主诚意出售,260万,1室1厅 | 39.5平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tebKrdh80_1.jpg.296x216.jpg
20201223,长宁,北新泾,全明户型，精装修，诚意出售，采光通风好房主自荐,270万,1室0厅 | 39.5平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Usv4B6Y8n_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，精装修，房东诚意出售，配套齐全房主自荐,450万,2室2厅 | 84.33平米 | 西南 | 精装 | 低楼层(共14层) | 1995年建 | 塔楼,http://image1.ljcdn.com/310000-inspection/test-0596318d-1684-4dbb-a2c2-a18c36f229bb.png.296x216.jpg
20201223,长宁,北新泾,平和公寓 1室1厅 南,235万,1室1厅 | 45.05平米 | 南 | 其他 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-152f0613-363b-405d-b0e0-92fb53372797.jpg.296x216.jpg
20201223,长宁,北新泾,房东诚意出售 满五唯一  产权清晰 无抵押无贷款,279万,2室0厅 | 51.51平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_D8gltA4y7_1.jpg.296x216.jpg
20201223,长宁,北新泾,此房满五唯一，地铁口，小区中间位置，采光好,268万,1室1厅 | 48.18平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_X0tjGWOfw_1.jpg.296x216.jpg
20201223,长宁,北新泾,此房正对小区花园，环境好，有兴趣可以过来看房再聊,290万,1室1厅 | 46.89平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_NXX0HltcU_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五年唯一，二楼楼层好，诚意出售,265万,1室1厅 | 44.67平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5ZjEFK8b9_1.jpg.296x216.jpg
20201223,长宁,北新泾,高楼层视野好，采光足，业主诚意出售,260万,1室1厅 | 52.33平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_y2rTIVnDn_1.jpg.296x216.jpg
20201223,长宁,北新泾,三楼，标准大一房，小区比较安静,303万,1室1厅 | 53.22平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_E3INb7YE9_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，税费少。楼层好，配套设施齐全,280万,2室1厅 | 44.71平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6cSInl8Ud_1.jpg.296x216.jpg
20201223,长宁,北新泾,小户型总价低，税费少，交通便利！,250万,1室1厅 | 41.07平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_udc4NCcXt_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五年，户型方正 ，楼层好，业主诚意,275万,1室0厅 | 41.07平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_cnztZ6rZt_1.jpg.296x216.jpg
20201223,长宁,北新泾,必看推荐！满五唯一 边套全明 一梯一户 双南两房房主自荐,415万,2室1厅 | 63.29平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_ksuq2rSZH_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁 新上房源  采光好  客厅大 易改造房主自荐,300万,2室1厅 | 52.3平米 | 南 | 简装 | 高楼层(共5层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BLjah8hJE_1.jpg.296x216.jpg
20201223,长宁,北新泾,精装修一房一厅，全明户型，格局合理，诚意出售房主自荐,275万,1室1厅 | 55.17平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GfLr8Frav_1.jpg.296x216.jpg
20201223,长宁,北新泾,新泾三村 1室0厅 南,240万,1室0厅 | 40.4平米 | 南 | 毛坯 | 低楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HrYqTBfLc_1.jpg.296x216.jpg
20201223,长宁,北新泾,婚房装修4年一室户，北新泾地铁站500米,210万,1室0厅 | 29.7平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SxIJ0qYGB_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，户型正气，配套齐全，业主诚售,249万,1室1厅 | 39.59平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jzNqlJqHN_1.jpg.296x216.jpg
20201223,长宁,北新泾,96年房龄，满五唯一，一梯两户，双南全明。,424万,2室1厅 | 75平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rQEeJ4Uq3_1.jpg.296x216.jpg
20201223,长宁,北新泾,一梯两户，得房率高，精装修，采光好,218万,1室1厅 | 45.51平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BaQg9GvKX_1.jpg.296x216.jpg
20201223,长宁,北新泾,卧室朝南，一手动迁，简单装修，业主自住，业主诚售,340万,1室1厅 | 53.68平米 | 南 | 毛坯 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20170914/df51923c-a3f0-4b26-b885-70ddea8d7826.jpg.296x216.jpg
20201223,长宁,北新泾,绿园十二村，您无悔的选择。...,340万,2室1厅 | 67.89平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/rsp_pic_uploadb48a26c3-c4bb-4171-a2ae-608f908f5344.jpg.296x216.jpg
20201223,长宁,北新泾,仙霞大郡 复式房型 三房朝南 户型好 采光好 诚意出售房主自荐,720万,3室2厅 | 149.99平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20170402/b359e9d5-ed94-4c93-b74e-7c73b2890e6e.jpg.296x216.jpg
20201223,长宁,北新泾,平和公寓 1室1厅 南 北,220万,1室1厅 | 45.05平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,http://image1.ljcdn.com/310000-inspection/0f227122-5596-4671-94fc-23c432f87b36.jpg.296x216.jpg
20201223,长宁,北新泾,金钟小区 1室1厅 南新上,265万,1室1厅 | 48.35平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/shfdfs-image/20170820/59dc03b5-de15-49b8-b6f2-cd09df99907c.jpg.296x216.jpg
20201223,长宁,北新泾,精装三房,高得房率，楼层较好，少有的大三房,810万,3室2厅 | 118.89平米 | 南 | 精装 | 中楼层(共7层) | 2001年建 | 板楼,http://image1.ljcdn.com/310000-inspection/4241b4f6-8d60-47b7-9abc-d65b88e367b7.jpg.296x216.jpg
20201223,长宁,北新泾,3房2卫，房型正气，楼栋位置好，精装修,825万,3室2厅 | 139.39平米 | 南 北 | 精装 | 高楼层(共5层) | 2000年建 | 板楼,http://image1.ljcdn.com/310000-inspection/rsp_pic_upload7546cac4-c071-428f-8d5c-983b3a3b79c4.jpg.296x216.jpg
20201223,长宁,北新泾,房子满五年，一梯两户，双南两房，小区安静，新上,400万,2室1厅 | 72.96平米 | 南 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/4d61b771-8c73-4ccc-8f83-32667ccaea58.png.296x216.jpg
20201223,长宁,北新泾,金虹苑小区 2室1厅 南新上,375万,2室1厅 | 61.66平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,
20201223,长宁,北新泾,精装房，时尚青年的选择！你值得拥有！,175万,1室1厅 | 25.51平米 | 西 | 精装 | 中楼层(共5层) | 1999年建 | 板楼,
20201223,长宁,北新泾,精装修 双南两房 绿苑 低楼层 位置好 诚售新上,400万,2室1厅 | 68.27平米 | 南 | 精装 | 低楼层(共6层) | 1997年建 | 板楼,
20201223,长宁,北新泾,北新泾电梯房 中间楼层 一梯两户 正气三房,668万,3室1厅 | 108.56平米 | 南 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/161ef838-a253-4c49-8b35-2b315efa8b25.png.296x216.jpg
20201223,长宁,北新泾,电梯房，明年一月份满五唯一，税费少,400万,1室1厅 | 71.28平米 | 西南 | 精装 | 低楼层(共14层) | 1995年建 | 塔楼,http://image1.ljcdn.com/310000-inspection/prod-1ff53693-3de9-41cc-bd03-19ac3cc1cd1e.jpg.296x216.jpg
20201223,长宁,北新泾,全明户型，南北两房，楼层好，诚意出售房主自荐,330万,2室1厅 | 64.92平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,
20201223,长宁,北新泾,新泾二村 2室1厅 南,328万,2室1厅 | 50.14平米 | 南 | 其他 | 高楼层(共6层) | 1984年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/c5b4e42b-5ee8-4b37-afe8-0af9a91eb3c4.jpg.296x216.jpg
20201223,长宁,北新泾,小区环境好，户型好，通风采光俱佳，景观楼层,360万,2室1厅 | 60.81平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/fd186579-aad2-4c4d-81c9-eab61f4f50c2.png.296x216.jpg
20201223,长宁,北新泾,可乐公馆 2室1厅 东,238万,2室1厅 | 35.7平米 | 东 | 其他 | 中楼层(共5层) | 1999年建 | 板楼,
20201223,长宁,北新泾,商品房 少有顶楼复式   位置好 品质小区,850万,5室2厅 | 163.41平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,
20201223,长宁,北新泾,新泾一村 1室1厅 南,270万,1室1厅 | 46.36平米 | 南 | 简装 | 中楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/726d65eb-7c1c-412a-ae16-7a80977e814e.jpg.296x216.jpg
20201223,长宁,北新泾,房型方正，中间楼层，双南双阳台，动迁房税费少诚意卖,440万,2室1厅 | 69.61平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/35f966a2-89b4-465a-b90a-11da88ff1d15.png.296x216.jpg
20201223,长宁,北新泾,满五唯一，户型方正，楼层好，视野开阔，,255万,1室1厅 | 49.96平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/8d038954-dfb0-47a7-a8a1-3439bd6856a9.png.296x216.jpg
20201223,长宁,北新泾,电梯房，楼层好，采光好，2号线,635万,4室1厅 | 115.96平米 | 东南 | 简装 | 高楼层(共15层) | 1999年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_f7adr9stX_1.jpg.296x216.jpg
20201223,长宁,北新泾,天申大楼 2室2厅 南,638万,2室2厅 | 115.96平米 | 南 | 其他 | 中楼层(共15层) | 1999年建 | 塔楼,
20201223,长宁,北新泾,近地铁二号线，满五不唯一，南北通户型,970万,3室2厅 | 129.38平米 | 南 | 简装 | 高楼层(共14层) | 2008年建 | 板楼,
20201223,长宁,北新泾,近地铁 总价低 交通便利 楼层好,275万,2室1厅 | 45.62平米 | 南 | 简装 | 低楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/f18a79ea-ed24-46ef-b81d-63fae3c6bc5c.png.296x216.jpg
20201223,长宁,北新泾,低价+中间楼层+精装修+户型方正+配套齐全房主自荐,280万,1室0厅 | 54.68平米 | 南 | 精装 | 中楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/075519bf-9395-4593-bdc4-07ca3216fc81.png.296x216.jpg
20201223,长宁,北新泾,诚意出售，看房方便，税费少，近地铁。,295万,2室0厅 | 47.35平米 | 南 | 其他 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/3fd2c539-eb30-4358-a015-08b26b91c244.png.296x216.jpg
20201223,长宁,北新泾,近地铁，得房率高，房龄新，业主诚意出售,888万,3室2厅 | 134.23平米 | 南 | 简装 | 中楼层(共8层) | 2000年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/3b282fea-7bc2-4d76-bc5d-dd9e21ada1fd.jpg.296x216.jpg
20201223,长宁,北新泾,新泾二村 1室0厅 南,202万,1室0厅 | 32.53平米 | 南 | 简装 | 高楼层(共6层) | 1984年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/abd2ef0e-be0e-4d0a-8b73-d4b4643297be.png.296x216.jpg
20201223,长宁,北新泾,大三房，不靠马路，中间楼层，诚意出售,780万,3室1厅 | 126.06平米 | 南 | 简装 | 低楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/e91a7d0f-2e1f-4e11-a80b-a97a6e69274d.png.296x216.jpg
20201223,长宁,北新泾,一梯两户，采光好，户型方正，诚意出售,600万,2室1厅 | 100.03平米 | 南 | 简装 | 高楼层(共7层) | 1997年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/e95b2f05-6902-4bfc-966b-63856dc0a101.png.296x216.jpg
20201223,长宁,北新泾,满五唯一，北新泾地铁口小面积住宅，产权清晰,240万,1室1厅 | 40.18平米 | 南 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/29716456-954a-4a98-b5b4-1675f261d3f4.png.296x216.jpg
20201223,长宁,北新泾,双南两房，产权清晰，无抵押，业主诚意,330万,2室1厅 | 66.27平米 | 南 | 精装 | 低楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/bb38b545-e3d2-433d-9dc2-f33f7af465f8.png.296x216.jpg
20201223,长宁,北新泾,淞虹路地铁站大三房，带大阁楼，2005年小区，品质小区,727万,3室2厅 | 125.42平米 | 南 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,
20201223,长宁,北新泾,可乐公馆 2室1厅 南,300万,2室1厅 | 56.74平米 | 南 | 其他 | 中楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/acd6bb69-236c-4226-9992-a88fc7b581a7.png.296x216.jpg
20201223,长宁,北新泾,近地铁双南两房，自如装修，可拎包入住。,350万,2室1厅 | 67.67平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/ce74111a-8042-49d8-bce9-cb4fc0da9511.png.296x216.jpg
20201223,长宁,北新泾,虹园一村 2室1厅 南,380万,2室1厅 | 48.64平米 | 南 | 其他 | 低楼层(共6层) | 1995年建 | 板楼,
20201223,长宁,北新泾,精美装修  一梯两户 采光开阔  满五,320万,2室1厅 | 63.7平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/be994951-e3c9-4b6a-900e-7f8faad00bf7.png.296x216.jpg
20201223,长宁,北新泾,户型方正，楼层好，适宜居住，配套设施齐全,285万,1室1厅 | 46.48平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,
